class_label,recall,precision,auc
negative,0.8613569321533924,0.780053428317008,0.8874141618868034
negative,0.8613569321533924,0.7807486631016043,0.8874141618868034
negative,0.8603736479842674,0.7805530776092774,0.8874141618868034
negative,0.8603736479842674,0.78125,0.8874141618868034
negative,0.8603736479842674,0.7819481680071493,0.8874141618868034
negative,0.8603736479842674,0.7826475849731663,0.8874141618868034
negative,0.8593903638151426,0.7824529991047449,0.8874141618868034
negative,0.8593903638151426,0.7831541218637993,0.8874141618868034
negative,0.8584070796460177,0.7829596412556054,0.8874141618868034
negative,0.8584070796460177,0.7836624775583483,0.8874141618868034
negative,0.8584070796460177,0.784366576819407,0.8874141618868034
negative,0.8584070796460177,0.7850719424460432,0.8874141618868034
negative,0.8574237954768928,0.7848784878487849,0.8874141618868034
negative,0.8574237954768928,0.7855855855855856,0.8874141618868034
negative,0.8574237954768928,0.7862939585211902,0.8874141618868034
negative,0.8574237954768928,0.7870036101083032,0.8874141618868034
negative,0.8574237954768928,0.7877145438121048,0.8874141618868034
negative,0.856440511307768,0.7875226039783002,0.8874141618868034
negative,0.856440511307768,0.788235294117647,0.8874141618868034
negative,0.855457227138643,0.7880434782608695,0.8874141618868034
negative,0.855457227138643,0.7887579329102448,0.8874141618868034
negative,0.8544739429695182,0.7885662431941923,0.8874141618868034
negative,0.8544739429695182,0.7892824704813806,0.8874141618868034
negative,0.8544739429695182,0.79,0.8874141618868034
negative,0.8544739429695182,0.7907188353048226,0.8874141618868034
negative,0.8534906588003933,0.7905282331511839,0.8874141618868034
negative,0.8525073746312685,0.7903372835004557,0.8874141618868034
negative,0.8515240904621436,0.7901459854014599,0.8874141618868034
negative,0.8505408062930186,0.7899543378995434,0.8874141618868034
negative,0.8505408062930186,0.7906764168190128,0.8874141618868034
negative,0.8495575221238938,0.7904849039341263,0.8874141618868034
negative,0.8495575221238938,0.7912087912087912,0.8874141618868034
negative,0.8485742379547689,0.7910174152153987,0.8874141618868034
negative,0.8475909537856441,0.7908256880733945,0.8874141618868034
negative,0.8475909537856441,0.7915518824609734,0.8874141618868034
negative,0.8475909537856441,0.7922794117647058,0.8874141618868034
negative,0.8466076696165191,0.7920883164673413,0.8874141618868034
negative,0.8466076696165191,0.7928176795580111,0.8874141618868034
negative,0.8466076696165191,0.7935483870967742,0.8874141618868034
negative,0.8466076696165191,0.794280442804428,0.8874141618868034
negative,0.8456243854473943,0.7940904893813481,0.8874141618868034
negative,0.8456243854473943,0.7948243992606284,0.8874141618868034
negative,0.8456243854473943,0.7955596669750231,0.8874141618868034
negative,0.8446411012782694,0.7953703703703704,0.8874141618868034
